Name: CCTV-1, URL: http://61.136.172.236:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1447 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-6, URL: http://123.129.70.178:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 2000 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-6, URL: http://220.249.114.102:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 742 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-6, URL: http://123.130.84.106:8154/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 7716 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-6, URL: http://123.138.22.30:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 291 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV-6, URL: http://116.128.242.83:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 856 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-6, URL: http://58.17.116.69:9908/tsfile/live/0001_7.m3u8$订阅源, Date: None, Delay: 2135 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-6, URL: http://218.3.138.25:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 248 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-6, URL: http://182.92.109.190:1668/migu720/migu720.php?id=cctv6$订阅源, Date: None, Delay: 213 ms, Speed: 0.57 M/s, Resolution: 1280x720
Name: CCTV-6, URL: https://api.olelive.com/dis/live/CCTV6HD/hls.m3u8$订阅源, Date: None, Delay: 118 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://111.160.17.2:59901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 233 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://139.129.231.228:50060/rtp/239.21.2.47:5002$山东电信组播源, Date: 2024-02-06, Delay: 261 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-6, URL: http://139.129.231.228:50060/rtp/239.21.1.6:5002$山东电信组播源, Date: 2024-02-06, Delay: 261 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-6, URL: http://117.27.190.42:9998/tsfile/live/23237_1.m3u8$订阅源, Date: None, Delay: 497 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://116.9.204.242:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 1013 ms, Speed: 0.07 M/s, Resolution: 720x576
Name: CCTV-6, URL: http://117.144.58.42:35455/gaoma/cctv6.m3u8$订阅源, Date: None, Delay: 202 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://112.18.54.52:35455/itv/1000000005000265006.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 503 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://117.27.190.42:9998/tsfile/live/23237_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 497 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://117.27.190.42:9998/tsfile/live/23237_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 497 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://59.173.243.210:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 245 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://60.12.183.46:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 708 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-6, URL: http://li0580.top:35455/gaoma/cctv6.m3u8$订阅源, Date: None, Delay: 253 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://113.57.111.4:1111/tsfile/live/1005_1.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.34 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://112.101.78.50:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 473 ms, Speed: 0.31 M/s, Resolution: 720x576
Name: CCTV-6, URL: http://219.145.93.74:9999/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 259 ms, Speed: 0.14 M/s, Resolution: None
Name: CCTV-6, URL: http://110.7.129.204:8096/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 258 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://60.210.100.54:352/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 242 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV-6, URL: http://223.241.247.214:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 758 ms, Speed: 0.23 M/s, Resolution: None
Name: CCTV-6, URL: http://124.128.73.58:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 253 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-6, URL: http://60.12.183.46:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 708 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-6, URL: http://58.17.48.228:808/hls/6/index.m3u8$订阅源, Date: None, Delay: 252 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://222.134.245.16:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1323 ms, Speed: 0.80 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://222.134.245.16:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 1323 ms, Speed: 0.80 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://101.65.32.39:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 448 ms, Speed: 0.45 M/s, Resolution: None
Name: CCTV-6, URL: http://124.128.73.58:9901/tsfile/live/0006_1.m3u8$订阅源, Date: None, Delay: 253 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-6, URL: http://59.173.243.210:9901/tsfile/live/1006_1.m3u8$订阅源, Date: None, Delay: 245 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-6, URL: http://101.66.198.221:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 334 ms, Speed: 0.71 M/s, Resolution: 1920x1080
Name: CCTV-6, URL: http://223.241.247.214:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 758 ms, Speed: 0.23 M/s, Resolution: None
Name: CCTV-6, URL: http://61.156.228.12:8154/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1775 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV-7, URL: http://220.249.114.102:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 742 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://116.128.242.83:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 856 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-7, URL: http://221.233.192.152:1111/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 970 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV-7, URL: http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1939 ms, Speed: 0.62 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://139.196.151.191:2051/rtp/239.45.3.56:5140$上海电信组播源, Date: 2024-03-01, Delay: 233 ms, Speed: 0.11 M/s, Resolution: None
Name: CCTV-7, URL: http://139.129.231.228:3529/rtp/239.21.1.152:5002$山东电信组播源, Date: 2024-02-06, Delay: 260 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-7, URL: http://139.129.231.228:3529/rtp/239.21.1.7:5002$山东电信组播源, Date: 2024-02-06, Delay: 260 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-7, URL: http://z.b.bkpcp.top/m.php?id=cctv7$订阅源, Date: None, Delay: 212 ms, Speed: 1.56 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://m.951688.xyz:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1446 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv7$订阅源, Date: None, Delay: 424 ms, Speed: 1.32 M/s, Resolution: 1280x720
Name: CCTV-7, URL: http://itms4.sdlk.vip:6721/hls/215/index.m3u8$订阅源, Date: None, Delay: 263 ms, Speed: 0.13 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://livetv.wqwqwq.sbs/itv/1000000001000024341.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1277 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://livetv.wqwqwq.sbs/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1277 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-7hd/2500.m3u8?innersid=12706415551557919057&amp$订阅源, Date: None, Delay: 213 ms, Speed: 57.92 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://110.7.130.44:8096/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 704 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://61.138.128.226:19901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 256 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://61.156.228.12:8154/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 1775 ms, Speed: 0.10 M/s, Resolution: None
Name: CCTV-7, URL: http://202.100.46.58:9901/tsfile/live/1006_1.m3u8$订阅源, Date: None, Delay: 270 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-7, URL: http://113.25.252.226:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 335 ms, Speed: 0.06 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://58.220.219.14:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 2239 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://58.17.116.69:9903/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 280 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-7, URL: http://220.170.241.204:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 552 ms, Speed: 0.18 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://58.221.214.82:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 235 ms, Speed: 0.24 M/s, Resolution: None
Name: CCTV-7, URL: http://175.10.230.91:8081/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 989 ms, Speed: 0.12 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://110.7.130.134:8096/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 406 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://111.160.17.2:59901/tsfile/live/0001_8.m3u8$订阅源, Date: None, Delay: 233 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://61.136.67.238:50085/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 1454 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://58.19.43.46:9901/tsfile/live/1026_1.m3u8$订阅源, Date: None, Delay: 983 ms, Speed: 0.23 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://219.128.121.202:59901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 236 ms, Speed: 0.31 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://110.7.130.91:8096/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 290 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://121.33.239.242:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 242 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-7, URL: http://123.130.84.106:8154/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 7716 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://221.233.192.152:1111/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 970 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV-7, URL: https://www.freetv.top/migu/673168121.m3u8?migutoken=a878b713604abd82c57cce75de174e0284d3f101e21d0c3e362670e4b5a5e75d9b42846e5e0adf92c1ad15c63d60934f3e68c25f787bc0665d12acde75a6db4761278e79b762292ed5b5a2fae3$订阅源, Date: None, Delay: 213 ms, Speed: 0.90 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://wab201.win:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 284 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://wab201.win:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 284 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-7, URL: http://b.zgjok.com:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 538 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://tv.kmhlzxs.top:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 235 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://tv.kmhlzxs.top:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 235 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://123.129.70.178:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 2000 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-7, URL: http://hulun.top:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 236 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://182.92.109.190:1668/72/72.php?id=cctv7$订阅源, Date: None, Delay: 213 ms, Speed: 0.57 M/s, Resolution: 1280x720
Name: CCTV-7, URL: http://61.173.144.157:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 641 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://219.128.121.202:59901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 236 ms, Speed: 0.31 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv7$订阅源, Date: None, Delay: 424 ms, Speed: 1.32 M/s, Resolution: 1280x720
Name: CCTV-7, URL: http://61.173.144.157:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 641 ms, Speed: 0.03 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://183.66.15.146:60901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 2245 ms, Speed: 0.06 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://120.197.43.179:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 237 ms, Speed: 0.01 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://110.80.17.38:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 261 ms, Speed: 0.05 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://59.48.75.130:3052/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 4601 ms, Speed: 0.04 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://118.122.189.74:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 271 ms, Speed: 0.12 M/s, Resolution: None
Name: CCTV-7, URL: http://61.157.139.15:9901/tsfile/live/2377_1.m3u8$订阅源, Date: None, Delay: 2258 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://123.129.70.178:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 2000 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-7, URL: http://123.132.233.194:352/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 4020 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://123.138.22.30:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 291 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://58.17.116.69:9908/tsfile/live/0001_8.m3u8$订阅源, Date: None, Delay: 2135 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-7, URL: http://116.128.242.83:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 856 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-7, URL: http://61.136.67.238:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1454 ms, Speed: 0.08 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://123.138.22.30:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 291 ms, Speed: 0.10 M/s, Resolution: 720x576
Name: CCTV-7, URL: https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv7$订阅源, Date: None, Delay: 210 ms, Speed: 1.02 M/s, Resolution: 1280x720
Name: CCTV-7, URL: http://182.92.109.190:1668/migu720/migu720.php?id=cctv7$订阅源, Date: None, Delay: 213 ms, Speed: 0.57 M/s, Resolution: 1280x720
Name: CCTV-7, URL: https://api.olelive.com/dis/live/CCTV7HD/hls.m3u8$订阅源, Date: None, Delay: 118 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://111.160.17.2:59901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 233 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://123.132.233.194:352/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 4020 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://139.129.231.228:50060/rtp/239.21.1.152:5002$山东电信组播源, Date: 2024-02-06, Delay: 261 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-7, URL: http://139.129.231.228:50060/rtp/239.21.1.7:5002$山东电信组播源, Date: 2024-02-06, Delay: 261 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-7, URL: http://116.9.204.242:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 1013 ms, Speed: 0.07 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://117.27.190.42:9998/tsfile/live/23238_1.m3u8$订阅源, Date: None, Delay: 497 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://117.144.58.42:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 202 ms, Speed: 0.01 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://112.18.54.52:35455/itv/1000000005000265007.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 503 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://223.112.219.174:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 2666 ms, Speed: 0.12 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://117.27.190.42:9998/tsfile/live/23238_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 497 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://59.173.243.210:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 245 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://li0580.top:35455/gaoma/cctv7.m3u8$订阅源, Date: None, Delay: 253 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://113.57.111.4:1111/tsfile/live/1006_1.m3u8$订阅源, Date: None, Delay: 249 ms, Speed: 0.34 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://112.101.78.50:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 473 ms, Speed: 0.31 M/s, Resolution: 720x576
Name: CCTV-7, URL: http://223.241.247.214:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 758 ms, Speed: 0.23 M/s, Resolution: None
Name: CCTV-7, URL: http://219.145.93.74:9999/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 259 ms, Speed: 0.14 M/s, Resolution: None
Name: CCTV-7, URL: http://110.7.129.204:8096/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 258 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://120.238.94.10:9901/tsfile/live/1025_1.m3u8$订阅源, Date: None, Delay: 325 ms, Speed: 0.18 M/s, Resolution: None
Name: CCTV-7, URL: http://60.12.183.46:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 708 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-7, URL: http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 253 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-7, URL: http://60.12.183.46:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 708 ms, Speed: 0.04 M/s, Resolution: None
Name: CCTV-7, URL: http://222.134.245.16:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 1323 ms, Speed: 0.80 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://222.134.245.16:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 1323 ms, Speed: 0.80 M/s, Resolution: 1920x1080
Name: CCTV-7, URL: http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源, Date: None, Delay: 758 ms, Speed: 0.23 M/s, Resolution: None
Name: CCTV-7, URL: http://223.241.247.214:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 758 ms, Speed: 0.23 M/s, Resolution: None
Name: CCTV-7, URL: http://60.210.100.54:352/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 242 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV-7, URL: http://101.65.32.39:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 448 ms, Speed: 0.45 M/s, Resolution: None
Name: CCTV-7, URL: http://59.173.243.210:9901/tsfile/live/1007_1.m3u8$订阅源, Date: None, Delay: 245 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-7, URL: http://124.128.73.58:9901/tsfile/live/0007_1.m3u8$订阅源, Date: None, Delay: 253 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-7, URL: http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=txiptv$订阅源, Date: None, Delay: 253 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-7, URL: http://101.66.198.221:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源, Date: None, Delay: 334 ms, Speed: 0.71 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://220.249.114.102:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 742 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-8, URL: http://61.136.172.236:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1447 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-8, URL: http://221.233.192.152:1111/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 970 ms, Speed: 0.16 M/s, Resolution: None
Name: CCTV-8, URL: http://58.19.38.162:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源, Date: None, Delay: 1939 ms, Speed: 0.62 M/s, Resolution: 720x576
Name: CCTV-8, URL: http://116.128.242.83:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源, Date: None, Delay: 856 ms, Speed: 0.07 M/s, Resolution: None
Name: CCTV-8, URL: http://139.196.151.191:2051/rtp/239.45.1.71:5140$上海电信组播源, Date: 2024-03-01, Delay: 233 ms, Speed: 0.11 M/s, Resolution: None
Name: CCTV-8, URL: http://139.129.231.228:3529/rtp/239.21.2.48:5002$山东电信组播源, Date: 2024-02-06, Delay: 260 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-8, URL: http://139.129.231.228:3529/rtp/239.21.1.8:5002$山东电信组播源, Date: 2024-02-06, Delay: 260 ms, Speed: 0.06 M/s, Resolution: None
Name: CCTV-8, URL: http://z.b.bkpcp.top/m.php?id=cctv8$订阅源, Date: None, Delay: 212 ms, Speed: 1.56 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://223.105.252.57/PLTV/3/224/3221228165/index.m3u8?servicetype=1$订阅源, Date: None, Delay: 368 ms, Speed: 0.00 M/s, Resolution: 3840x2160
Name: CCTV-8, URL: http://m.951688.xyz:35455/itv/1000000005000265008.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1446 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://8.138.90.107/公众号【睡眼迷离的猫】/mg.php?id=cctv8$订阅源, Date: None, Delay: 424 ms, Speed: 1.32 M/s, Resolution: 1280x720
Name: CCTV-8, URL: http://itms4.sdlk.vip:6721/hls/204/index.m3u8$订阅源, Date: None, Delay: 263 ms, Speed: 0.13 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://livetv.wqwqwq.sbs/itv/6000000001000001070.m3u8?cdn=wasusyt$订阅源, Date: None, Delay: 1277 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://livetv.wqwqwq.sbs/itv/1000000005000265008.m3u8?cdn=ystenlive$订阅源, Date: None, Delay: 1277 ms, Speed: 0.00 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://hulun.top:35455/gaoma/cctv8.m3u8$订阅源, Date: None, Delay: 236 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-8, URL: http://111.9.163.109:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 414 ms, Speed: 0.33 M/s, Resolution: 1920x1080
Name: CCTV-8, URL: http://58.220.219.14:9901/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 2239 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-8, URL: http://110.7.130.51:8096/tsfile/live/0008_1.m3u8$订阅源, Date: None, Delay: 669 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-8, URL: http://218.3.138.25:1111/tsfile/live/1007_1.m3u8$订阅源, Date: None, Delay: 248 ms, Speed: 0.06 M/s, Resolution: None
